Query,Data,Singlequotes,Doublequotes,Punctuations,1-linecmt,Mulline-cmt,Spaces,Safekywrd,Harmflkywrd,Percentages,Log_oprtr,Operator,Nulls,Hex-dec,Db_info,Roles,Ntwr_cmds,Lang_cmds,Alphabets,Digits,Spl_char,Label
SELECT * FROM deep FETCH FIRST 3 ROWS ONLY,1,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,1,32,1,0,0
SELECT * FROM wp_houzez_crm_viewed_listings WHERE listing_id  =  27990 AND user_id  =  0,1,0,0,0,0,0,12,4,0,0,4,7,0,0,0,1,0,1,58,6,0,0
"  SELECT Orders.beautyrID, Employees.yellow, Employees.parts FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.tinID ORDER BY Orders.richID",1,0,0,8,0,0,15,10,0,0,7,8,0,0,0,0,0,1,129,0,0,0
SELECT * FROM goose FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,40,2,0,0
SELECT then FROM upper UNION SELECT double FROM army ORDER BY strong,1,0,0,0,0,0,12,6,0,0,1,1,0,0,0,0,0,2,57,0,0,0
SELECT * FROM all WHERE Price NOT BETWEEN 10 AND 20,1,0,0,0,0,0,11,3,0,0,5,6,0,0,0,0,0,1,36,4,0,0
SELECT baseball FROM teacher UNION ALL SELECT yellow FROM does ORDER BY without,1,0,0,0,0,0,13,8,1,0,3,3,0,0,0,0,0,2,67,0,0,0
SELECT * FROM neighborhood WHERE zero = 'earlier',1,2,0,2,0,0,8,2,0,0,1,3,0,0,0,0,0,1,38,0,2,0
SELECT offer ( s FROM salmon RIGHT JOIN,1,0,0,1,0,0,8,3,0,0,1,1,0,0,0,0,0,1,31,0,0,0
SELECT * FROM build WHERE fed NOT LIKE '[happen]%',1,2,0,4,0,0,9,2,0,1,2,4,0,0,0,0,0,1,36,0,2,0
SELECT * FROM  ( SELECT prove FROM or ) ,1,0,0,2,0,0,9,3,0,0,1,2,0,0,0,0,0,2,27,0,0,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 367848 )  ORDER BY meta_id ASC",1,0,0,4,0,0,16,5,1,0,2,2,0,0,0,0,0,1,71,6,0,0
SELECT TOP 3 * FROM flag WHERE construction = 'congress' SELECT * FROM top,1,2,0,2,0,0,14,2,0,0,0,3,0,0,0,0,0,2,55,1,2,0
SELECT clearly ( s )  FROM massage SELECT double ( s ) ,1,0,0,4,0,0,12,2,2,0,0,0,0,0,0,0,0,2,38,0,0,0
"  UPDATE fun SET park =  'any', City =  'birth' WHERE twice =  sudden",1,4,0,5,0,0,13,4,0,0,1,4,0,0,0,0,0,1,44,0,4,0
"   SELECT recently,running,light,house,birth     (  (  onto JOIN nodded ON animal.held =  arrive.whom )   INNER JOIN olderON Orders.allow =  pair.awayID ) ",1,0,0,12,0,0,19,9,0,0,6,8,0,0,0,0,0,1,109,0,0,0
SELECT * FROM useful WHERE immediately = 'series'  AND City = 'problem',1,4,0,4,0,0,12,2,0,0,2,5,0,0,0,0,0,1,52,0,4,0
SELECT * FROM or WHERE may = 'box' LIMIT 3,1,2,0,2,0,0,10,2,0,0,1,3,0,0,0,0,0,1,28,1,2,0
"  SELECT weather AS sold, construction AS [sit]  FROM bar",1,0,0,3,0,0,9,1,2,0,0,0,0,0,0,0,0,1,43,0,0,0
SELECT COUNT ( very )  FROM easier,1,0,0,2,0,0,7,1,1,0,0,0,0,0,0,0,0,1,25,0,0,0
SELECT * FROM  ( SELECT battle FROM gun ) ,1,0,0,2,0,0,9,2,0,0,0,1,0,0,0,0,0,2,29,0,0,0
"   SELECT baseball, look, groundFROM busy WHERE change  IS NOT NULL",1,0,0,2,0,0,10,2,1,0,2,2,1,0,0,0,0,1,52,0,0,0
SELECT COUNT ( ProductID )  FROM Products;,1,0,0,3,0,0,7,1,0,0,0,0,0,0,0,0,0,1,32,0,0,0
SELECT COUNT ( DISTINCT soldier )  FROM ourselves,1,0,0,2,0,0,8,2,0,0,1,1,0,0,0,0,0,1,39,0,0,0
SELECT * FROM fat WHERE lower = 'hang'  OR drew = 'purple',1,4,0,4,0,0,12,2,0,0,1,4,0,0,0,0,0,1,39,0,4,0
SELECT * FROM public FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,41,2,0,0
SELECT TOP 3 * FROM badly,1,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,18,1,0,0
SELECT AVG ( plus )  FROM dirt  SELECT SUM ( dropped ) ,1,0,0,4,0,0,12,2,1,0,0,0,0,0,0,0,0,3,37,0,0,0
SELECT * FROM watch WHERE out BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,8,0,0,10,2,0,0,3,8,0,0,0,0,0,1,33,16,4,0
" SELECT * FROM giant ORDER BY fix, itself",1,0,0,1,0,0,8,3,0,0,1,2,0,0,0,0,0,1,31,0,0,0
SELECT * FROM movie,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,15,0,0,0
SELECT * FROM damage WHERE telephone NOT BETWEEN 'than' AND 'fog',1,4,0,4,0,0,11,2,0,0,4,5,0,0,0,0,0,1,50,0,4,0
SELECT DISTINCT hollow FROM ordinary,1,0,0,0,0,0,5,4,0,0,3,3,0,0,0,0,0,1,32,0,0,0
SELECT TOP 3 * FROM through WHERE anyone = 'turn',1,2,0,2,0,0,10,2,0,0,1,3,0,0,0,0,0,1,35,1,2,0
SELECT MIN ( size )  AS write FROM met,1,0,0,2,0,0,9,2,1,0,1,1,0,0,0,0,0,1,27,0,0,0
 UPDATE smooth SET log = 'in'WHERE top = 'cotton',1,4,0,4,0,0,9,4,0,0,1,3,0,0,0,0,0,1,34,0,4,0
SELECT bat ( s )  FROM sort UNION,1,0,0,2,0,0,8,4,0,0,1,1,0,0,0,0,0,1,23,0,0,0
SELECT COUNT ( DISTINCT hardly )  FROM rabbit,1,0,0,2,0,0,8,2,0,0,1,1,0,0,0,0,0,1,35,0,0,0
SELECT * FROM  ( SELECT political FROM declared ) ,1,0,0,2,0,0,9,2,1,0,0,1,0,0,0,0,0,2,37,0,0,0
SELECT * FROM distance FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM see,1,0,0,0,0,0,16,2,0,0,0,2,0,0,0,0,0,2,59,3,0,0
"  SELECT * FROM outside WHERE nervous IN  ( 'aware', 'cut', 'all' )  ",1,6,0,10,0,0,12,3,0,0,2,3,0,0,0,0,0,1,42,0,6,0
SELECT * FROM earth WHERE duty = 'sign'  AND City = 'loose',1,4,0,4,0,0,12,2,0,0,2,5,0,0,0,0,0,1,40,0,4,0
"   SELECT Employees.broken, COUNT ( Orders.populationID )  AS actFROM    ( OrdersINNER JOIN mood ON Orders.locateID  =  Employees.dutyID ) ",1,0,0,9,0,0,17,7,1,0,5,6,0,0,0,0,0,1,103,0,0,0
SELECT * FROM sugar WHERE south BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,8,0,0,10,2,0,0,3,8,0,0,0,0,0,1,35,16,4,0
SELECT accident FROM alive UNION ALL SELECT become FROM tool ORDER BY long,1,0,0,0,0,0,13,7,0,0,2,2,0,0,0,0,0,2,62,0,0,0
"   SELECT COUNT ( order ) , other FROM pipe BY sometime",1,0,0,3,0,0,11,2,0,0,2,2,0,0,0,0,0,1,39,0,0,0
SELECT TOP 50 PERCENT * FROM area SELECT * FROM wise FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM throat,1,0,0,0,0,0,22,3,0,0,0,3,0,0,0,0,0,3,82,5,0,0
 UPDATE replace SET smooth = 'instrument'WHERE rapidly = 'cream',1,4,0,4,0,0,9,4,0,0,1,3,0,0,0,0,0,1,49,0,4,0
SELECT * FROM caught WHERE balloon BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,8,0,0,10,3,0,0,4,9,0,0,0,0,0,1,38,16,4,0
SELECT * FROM bite FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,39,2,0,0
SELECT COUNT ( bill ) FROM national,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,27,0,0,0
SELECT plane FROM equipment UNION ALL SELECT but FROM contrast ORDER BY birds,1,0,0,0,0,0,13,7,1,0,2,2,0,0,0,0,0,2,65,0,0,0
SELECT * FROM capital WHERE grabbed = 'fighting' LIMIT 3,1,2,0,2,0,0,10,2,0,0,1,3,0,0,0,0,0,1,42,1,2,0
SELECT * FROM forgotten WHERE would = 'month',1,2,0,2,0,0,8,2,0,0,1,3,0,0,0,0,0,1,34,0,2,0
SELECT * FROM women 3 SELECT * FROM place,1,0,0,0,0,0,9,2,0,0,0,2,0,0,0,0,0,2,30,1,0,0
"  UPDATE bank SET attached =  'thrown', City =  'cut' WHERE using =  origin",1,4,0,5,0,0,13,6,0,0,3,6,0,0,0,0,0,1,50,0,4,0
SELECT * FROM ahead FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,40,2,0,0
SELECT COUNT ( jarID ) FROM teeth,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,25,0,0,0
"  SELECT TIME ( ""19:30:10"" ) ;",1,0,2,7,0,0,6,1,0,0,0,0,0,0,0,0,0,1,10,6,2,0
"   SELECT atom, edge+ ', ' + worried+ ' ' + grabbed+ ', ' + program AS supper  FROM troops",1,6,0,9,0,0,19,2,1,0,1,7,0,0,0,0,0,1,53,0,6,0
SELECT * FROM prove ORDER BY noun,1,0,0,0,0,0,7,3,0,0,1,2,0,0,0,0,0,1,26,0,0,0
SELECT MIN ( keep )  AS thy FROM zulu,1,0,0,2,0,0,9,2,1,0,1,1,0,0,0,0,0,1,26,0,0,0
SELECT TOP 50 PERCENT * FROM yesterday,1,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,1,29,2,0,0
"  SELECT * FROM library WHERE slip IN  ( 'vapor', 'tube', 'area' )  ",1,6,0,10,0,0,12,3,0,0,2,3,0,0,0,0,0,1,41,0,6,0
SELECT * FROM alive WHERE Price NOT BETWEEN 10 AND 20,1,0,0,0,0,0,11,2,0,0,4,5,0,0,0,0,0,1,38,4,0,0
SELECT MIN ( plate )  AS fill FROM apart,1,0,0,2,0,0,9,2,1,0,1,1,0,0,0,0,0,1,29,0,0,0
SELECT * FROM although 3,1,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,1,18,1,0,0
SELECT pour ( s )  FROM political FULL OUTER JOIN,1,0,0,2,0,0,10,3,0,0,1,1,0,0,0,0,0,1,37,0,0,0
DELETE FROM hunter,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,16,0,0,0
"  SELECT needed AS duck, fire AS [automobile]  FROM throughout",1,0,0,3,0,0,9,1,2,0,0,0,0,0,0,0,0,1,48,0,0,0
SELECT COUNT ( spoken )  FROM explanation,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,32,0,0,0
SELECT exchange,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,14,0,0,0
SELECT * FROM sitting  WHERE come = cotton,1,0,0,0,0,0,8,2,0,0,1,3,0,0,0,0,0,1,32,0,0,0
SELECT * FROM water WHERE dear = 'street'  OR bite = 'are',1,4,0,4,0,0,12,2,0,0,1,4,0,0,0,0,0,1,39,0,4,0
SELECT * FROM broke FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM major,1,0,0,0,0,0,16,3,0,0,1,3,0,0,0,0,0,2,58,3,0,0
SELECT * FROM energy WHERE alive = 'arm'  OR cross = 'track',1,4,0,4,0,0,12,2,0,0,1,4,0,0,0,0,0,1,41,0,4,0
SELECT * FROM lunch FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM baseball,1,0,0,0,0,0,15,3,1,0,1,3,0,0,0,0,0,2,61,3,0,0
"  SELECT * FROM meet WHERE press IN  ( 'original', 'individual', 'firm' )  ",1,6,0,10,0,0,12,5,0,0,4,5,0,0,0,0,0,1,48,0,6,0
SELECT AVG ( Price ) FROM stone,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,23,0,0,0
DELETE FROM tail,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,14,0,0,0
SELECT stronger ( s )  FROM machine SELECT proud ( s ) ,1,0,0,4,0,0,12,3,0,0,1,1,0,0,0,0,0,2,38,0,0,0
"   SELECT chapter,anything,which,airplane,main     (  (  orbit JOIN ran ON sister.purple =  first.friendly )   INNER JOIN heldON Orders.so =  process.anyID ) ",1,0,0,12,0,0,19,12,0,0,9,11,0,0,0,0,0,1,112,0,0,0
SELECT sudden ( s )  FROM worry UNION,1,0,0,2,0,0,8,4,0,0,1,1,0,0,0,0,0,1,27,0,0,0
SELECT DISTINCT circle FROM activity,1,0,0,0,0,0,5,2,0,0,1,1,0,0,0,0,0,1,32,0,0,0
SELECT * FROM talk WHERE sugar BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,8,0,0,10,2,0,0,3,8,0,0,0,0,0,1,34,16,4,0
 UPDATE silly SET press = 'coach'WHERE manufacturing = 'fourth',1,4,0,4,0,0,9,4,0,0,1,3,0,0,0,0,0,1,48,0,4,0
SELECT option_value FROM wp_options WHERE option_name  =  'sm_organize_media' LIMIT 1,1,2,0,2,0,0,10,2,0,0,1,2,0,0,0,0,0,1,65,1,2,0
"  SELECT office,creature,understanding FROM let LEFT JOIN Orders ON whose.becomeID =  engine.late ORDER BY that.yard",1,0,0,5,0,0,14,9,0,0,7,8,0,0,0,0,0,1,94,0,0,0
"  SELECT militaryID AS ID, evening AS protection FROM park",1,0,0,1,0,0,9,2,2,0,1,1,0,0,0,0,0,1,47,0,0,0
SELECT south ( s )  FROM just UNION ALL,1,0,0,2,0,0,9,4,0,0,1,1,0,0,0,0,0,1,28,0,0,0
"   SELECT sweet, went, carefully FROM difficulty WHERE wonderful  IS NULL",1,0,0,2,0,0,10,1,0,0,0,0,1,0,0,0,0,1,58,0,0,0
SELECT hour ( s ) FROM cover INNER JOIN,1,0,0,2,0,0,9,4,0,0,2,2,0,0,0,0,0,1,29,0,0,0
SELECT AVG ( wheel ) FROM these SELECT SUM ( official ) ,1,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,2,40,0,0,0
"  SELECT social,great,dress FROM body LEFT JOIN Orders ON so.betweenID =  clean.sheep ORDER BY won.are",1,0,0,5,0,0,14,6,0,0,4,5,0,0,0,0,0,1,80,0,0,0
SELECT AVG ( molecular )  FROM week  SELECT SUM ( everywhere ) ,1,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,2,45,0,0,0
SELECT * FROM discussion WHERE brass = 'stage'  AND  ( plural = 'men' OR gray = 'purple' ) ,1,6,0,8,0,0,18,3,1,0,3,7,0,0,0,0,0,1,59,0,6,0
SELECT AVG ( truth ) FROM electric,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,26,0,0,0
"   SELECT sat, exact, classroom FROM clean WHERE music  IS NULL",1,0,0,2,0,0,10,1,1,0,0,0,1,0,0,0,0,1,48,0,0,0
SELECT TOP 50 PERCENT * FROM measure SELECT * FROM except FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM push,1,0,0,0,0,0,22,3,1,0,0,3,0,0,0,0,0,3,85,5,0,0
SELECT * FROM generally,1,0,0,0,0,0,4,2,0,0,1,2,0,0,0,0,0,1,19,0,0,0
SELECT COUNT ( earth ) FROM animal,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,26,0,0,0
SELECT TOP 50 PERCENT * FROM aware,1,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,1,25,2,0,0
SELECT AVG ( Price ) FROM recognize,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,27,0,0,0
"INSERT INTO began  ( main, break, continued )  VALUES  ( 'accident', 'nation', 'fireplace' )  ",1,6,0,14,0,0,14,5,0,0,4,4,0,0,0,0,0,1,62,0,6,0
SELECT * FROM complex WHERE NOT nervous = 'slept'  AND NOT real = 'pie',1,4,0,4,0,0,14,2,0,0,4,7,0,0,0,0,0,1,50,0,4,0
DELETE FROM mud,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0
SELECT TOP 3 * FROM lying WHERE straw = 'decide',1,2,0,2,0,0,10,2,1,0,1,3,0,0,0,0,0,1,34,1,2,0
SELECT * FROM half WHERE push = 'eventually'  OR fill = 'onto',1,4,0,4,0,0,12,3,0,0,2,5,0,0,0,0,0,1,43,0,4,0
"  SELECT tallID AS ID, trick AS while FROM range",1,0,0,1,0,0,9,2,2,0,1,1,0,0,0,0,0,1,37,0,0,0
SELECT shallow ( s )  FROM label LEFT JOIN,1,0,0,2,0,0,9,4,0,0,2,2,0,0,0,0,0,1,31,0,0,0
" SELECT * FROM certain ORDER BY judge, dinner",1,0,0,1,0,0,8,5,0,0,3,4,0,0,0,0,0,1,35,0,0,0
SELECT * FROM aid WHERE    NOT wealth = 'long',1,2,0,2,0,0,9,1,0,0,1,3,0,0,0,0,0,1,31,0,2,0
"  SELECT Orders.automobilerID, Employees.pure, Employees.just FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.fastID ORDER BY Orders.richID",1,0,0,8,0,0,15,9,1,0,6,7,0,0,0,0,0,1,131,0,0,0
SELECT dropped ( s ) FROM road INNER JOIN,1,0,0,2,0,0,9,4,1,0,2,2,0,0,0,0,0,2,31,0,0,0
"   SELECT Employees.occur, COUNT ( Orders.sentenceID )  AS deskFROM    ( OrdersINNER JOIN swimming ON Orders.balloonID  =  Employees.attackID ) ",1,0,0,9,0,0,17,9,1,0,7,8,0,0,0,0,0,1,108,0,0,0
SELECT AVG ( mark ) FROM crew SELECT SUM ( mine ) ,1,0,0,4,0,0,12,3,0,0,1,1,0,0,0,0,0,2,34,0,0,0
SELECT * FROM layers FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM below,1,0,0,0,0,0,16,2,0,0,0,2,0,0,0,0,0,2,59,3,0,0
SELECT tired ( s )  FROM barn UNION ALL,1,0,0,2,0,0,9,4,0,0,1,1,0,0,0,0,0,1,28,0,0,0
SELECT * FROM special,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,17,0,0,0
" SELECT * FROM five ORDER BY limited, off",1,0,0,1,0,0,8,3,0,0,1,2,0,0,0,0,0,1,31,0,0,0
SELECT MIN ( could )  AS which FROM extra,1,0,0,2,0,0,9,2,1,0,1,1,0,0,0,0,0,1,30,0,0,0
SELECT * FROM recently WHERE coat = 'excellent' LIMIT 3,1,2,0,2,0,0,10,1,0,0,0,2,0,0,0,0,0,1,41,1,2,0
SELECT * FROM careful FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,42,2,0,0
SELECT private ( s )  FROM nor UNION,1,0,0,2,0,0,8,4,0,0,1,1,0,0,0,0,0,1,26,0,0,0
"  SELECT children AS character, leg AS [coach]  FROM some",1,0,0,3,0,0,9,1,3,0,1,1,0,0,0,0,0,1,43,0,0,0
"  SELECT MOD ( 18, 4 ) ;",1,0,0,4,0,0,7,1,0,0,0,0,0,0,0,0,0,1,9,3,0,0
SELECT COUNT ( cold )  FROM frame,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,24,0,0,0
SELECT AVG ( camera )  FROM apart  SELECT SUM ( thick ) ,1,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,2,38,0,0,0
SELECT * FROM subject WHERE NOT pot = 'shape'  AND NOT receive = 'lake',1,4,0,4,0,0,14,2,0,0,4,7,0,0,0,0,0,1,50,0,4,0
SELECT AVG ( medicine ) FROM fell SELECT SUM ( bean ) ,1,0,0,4,0,0,12,3,0,0,1,1,0,0,0,0,0,2,38,0,0,0
"  SELECT especially,pile FROM poor WHERE fact = 'sand' UNION SELECT up, activity FROM gentle",1,2,0,4,0,0,14,7,0,0,4,5,0,0,0,0,0,2,72,0,2,0
UPDATE `wp_options` SET `option_value`  =  '0' WHERE `option_name`  =  'medium_large_size_w',1,4,0,4,0,0,10,3,0,0,0,2,0,0,0,0,0,1,60,1,4,0
SELECT COUNT ( DISTINCT grown )  FROM until,1,0,0,2,0,0,8,2,0,0,1,1,0,0,0,0,0,1,33,0,0,0
SELECT TOP 50 PERCENT * FROM magnet,1,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,1,26,2,0,0
SELECT * FROM more  WHERE exactly NOT LIKE '[teach]%',1,2,0,4,0,0,9,3,0,1,3,5,0,0,0,0,0,1,38,0,2,0
SELECT 10 DIV 5;,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,9,3,0,0
SELECT Count ( * )  AS skill,1,0,0,2,0,0,7,1,1,0,0,1,0,0,0,0,0,1,18,0,0,0
SELECT AVG ( himself ) FROM tip SELECT SUM ( finger ) ,1,0,0,4,0,0,12,3,0,0,1,1,0,0,0,0,0,2,38,0,0,0
SELECT * FROM lovely FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,41,2,0,0
SELECT everywhere ( s )  FROM also UNION,1,0,0,2,0,0,8,3,0,0,0,0,0,0,0,0,0,1,30,0,0,0
"  SELECT topicID AS ID, pipe AS went FROM kitchen",1,0,0,1,0,0,9,1,2,0,0,0,0,0,0,0,0,1,38,0,0,0
SELECT * FROM lot WHERE present NOT LIKE '[ever]%',1,2,0,4,0,0,9,2,0,1,2,4,0,0,0,0,0,1,36,0,2,0
SELECT COUNT ( grabbed )  FROM highway,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,29,0,0,0
SELECT step FROM neighbor UNION SELECT check FROM trunk ORDER BY printed,1,0,0,0,0,0,12,8,1,0,3,3,0,0,0,0,0,2,61,0,0,0
SELECT * FROM function WHERE society NOT LIKE '[bad]%',1,2,0,4,0,0,9,2,0,1,2,4,0,0,0,0,0,1,40,0,2,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 347696 )  ORDER BY meta_id ASC",1,0,0,4,0,0,16,5,1,0,2,2,0,0,0,0,0,1,71,6,0,0
"   SELECT pack,ourselves,dirty,church,basket     (  (  nice JOIN couple ON fur.made =  blood.still )   INNER JOIN answerON Orders.slipped =  nine.fearID ) ",1,0,0,12,0,0,19,8,1,0,5,7,0,0,0,0,0,1,109,0,0,0
SELECT TOP 3 * FROM tropical SELECT * FROM feel 3SELECT * FROM chair,1,0,0,0,0,0,14,3,0,0,0,3,0,0,0,0,0,3,50,2,0,0
SELECT * FROM corner WHERE dot BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,8,0,0,10,3,0,0,4,9,0,0,0,0,0,1,34,16,4,0
SELECT * FROM mail WHERE wear NOT LIKE 'wrote%',1,2,0,2,0,0,9,2,0,1,2,4,0,0,0,0,0,1,35,0,2,0
SELECT safe,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0
SELECT * FROM queen WHERE riding BETWEEN 'yet' AND 'excitement',1,4,0,4,0,0,10,3,0,0,4,5,0,0,0,0,0,1,49,0,4,0
SELECT * FROM came  WHERE sun NOT LIKE '[column]%',1,2,0,4,0,0,9,2,0,1,2,4,0,0,0,0,0,1,35,0,2,0
SELECT * FROM lamp WHERE contrast BETWEEN camp09/01/1996blue AND per15/31/1996paragraph,1,0,0,0,0,0,10,2,1,0,3,8,0,0,0,0,0,1,57,16,0,0
" SELECT * FROM telephone ORDER BY funny, sent",1,0,0,1,0,0,8,3,0,0,1,2,0,0,0,0,0,1,35,0,0,0
SELECT * FROM police WHERE frame = 'fifty'  AND  ( plain = 'noise' OR court = 'should' ) ,1,6,0,8,0,0,18,4,0,0,4,8,0,0,0,0,0,1,57,0,6,0
SELECT native FROM independent UNION SELECT moon FROM ride ORDER BY snow,1,0,0,0,0,0,12,7,0,0,2,2,0,0,0,0,0,2,61,0,0,0
SELECT * FROM sheet WHERE pool = 'remarkable' LIMIT 3,1,2,0,2,0,0,10,1,0,0,0,2,0,0,0,0,0,1,39,1,2,0
SELECT * FROM exclaimed WHERE heading NOT BETWEEN 'muscle' AND 'continued',1,4,0,4,0,0,11,4,0,0,6,7,0,0,0,0,0,1,59,0,4,0
SELECT TOP 50 PERCENT * FROM present SELECT * FROM ate FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM water,1,0,0,0,0,0,22,3,0,0,0,3,0,0,0,0,0,3,83,5,0,0
"  SELECT nationID AS ID, bear AS silk FROM row",1,0,0,1,0,0,9,1,2,0,0,0,0,0,0,0,0,1,35,0,0,0
SELECT TOP 3 * FROM discuss WHERE enjoy = 'needle' SELECT * FROM still,1,2,0,2,0,0,14,2,0,0,0,3,0,0,0,0,0,2,51,1,2,0
"   SELECT COUNT ( won ) , push FROM guide BY produce",1,0,0,3,0,0,11,1,0,0,0,0,0,0,0,0,0,1,36,0,0,0
"INSERT INTO change  ( rod, instead, tie )  VALUES  ( 'bring', 'magnet', 'copper' )  ",1,6,0,14,0,0,14,5,0,0,4,4,0,0,0,0,0,1,52,0,6,0
SELECT COUNT ( headed ) FROM seven,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,26,0,0,0
"  SELECT occur,clothes FROM oil WHERE remain = 'quarter' UNION SELECT plane, zipper FROM zoo",1,2,0,4,0,0,14,5,0,0,1,2,0,0,0,0,0,2,72,0,2,0
"  SELECT ourselves,lack FROM lose WHERE history = 'asleep' UNION SELECT bill, stood FROM terrible",1,2,0,4,0,0,14,5,2,0,1,2,0,0,0,0,1,2,77,0,2,0
"  SELECT sold,fully FROM sugar WHERE figure = 'symbol' UNION SELECT garage, had FROM carbon",1,2,0,4,0,0,14,4,0,0,0,1,0,0,0,0,0,2,71,0,2,0
SELECT * FROM actually WHERE to NOT LIKE '[life]%',1,2,0,4,0,0,9,3,0,1,3,5,0,0,0,0,0,1,36,0,2,0
SELECT * FROM people WHERE desk LIKE '%laid%',1,2,0,2,0,0,8,2,0,2,1,4,0,0,0,0,0,1,33,0,2,0
SELECT * FROM  ( SELECT far FROM gulf ) ,1,0,0,2,0,0,9,2,0,0,0,1,0,0,0,0,0,2,27,0,0,0
SELECT AVG ( crack ) FROM lost SELECT SUM ( paper ) ,1,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,2,36,0,0,0
"SELECT CustomerName, ContactName FROM Customers WHERE Country  =  ""Brazil""; CREATE OR REPLACE VIEW [Brazil Customers] AS ",1,0,2,6,0,0,16,2,2,0,1,2,0,0,0,0,0,2,96,0,2,0
" SELECT column_name ( s )  FROM stretch,fall",1,0,0,3,0,0,7,2,0,0,1,1,0,0,0,0,0,1,32,0,0,0
SELECT Count ( * )  AS route,1,0,0,2,0,0,7,1,1,0,0,1,0,0,0,0,0,1,18,0,0,0
"  SELECT * FROM let WHERE plural IN  ( 'oil', 'hang', 'fifty' )  ",1,6,0,10,0,0,12,2,0,0,1,2,0,0,0,0,0,1,38,0,6,0
SELECT AVG ( fort ) FROM his SELECT SUM ( honor ) ,1,0,0,4,0,0,12,4,0,0,2,2,0,0,0,0,0,2,34,0,0,0
"INSERT INTO skill  ( lunch, entire, basket )  VALUES  ( 'scientist', 'government', 'worried' )  ",1,6,0,14,0,0,14,4,1,0,3,3,0,0,0,0,0,1,64,0,6,0
SELECT * FROM mouth WHERE    NOT current = 'hall',1,2,0,2,0,0,9,2,0,0,2,4,0,0,0,0,0,1,34,0,2,0
